id_entidad,entidad_norm,nit_entidad,departamento,ciudad,orden,sector
2352,AGUAS CON FUTURO,900437344,Boyacá,Saboyá,Territorial,No aplica/No pertenece
2353,MESAN,900552743,Antioquia,Medellín,Nacional,defensa
2354,PERSONERIA MUNICIPAL DEL PENOL,814003164,Nariño,El Peñol,Territorial,No aplica/No pertenece
2355,INSTITUCION EDUCATIVA CENTRAL DE BACHILLERATO INTEGRADO,890306586,Valle del Cauca,Jamundí,Territorial,Educación Nacional
2356,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN PEDRO APOSTOL DE LAS FLORES,819006665,Magdalena,Guamal,Territorial,Educación Nacional
2357,CONCEJO MUNICIPAL DE ANOLAIMA,899999426,Cundinamarca,Anolaima,Territorial,No aplica/No pertenece
2358,ESE HOSPITAL JOSE RUDENCIDO LOPEZ PARODI,806006753,Bolívar,Barranco De Loba,Territorial,Salud y Protección Social
2359,INSTITUCION EDUCATIVA TECNICA SAN MIGUEL,809000692,Tolima,Coyaima,Territorial,Educación Nacional
2360,CONCEJO MUNICIPAL VICTORIA CALDAS,890801151,Caldas,Victoria,Territorial,Servicio Público
2361,CENTRAL ADMINISTRATIVA Y CONTABLE PUENTE ARANDA,830039548,Distrito Capital de Bogotá,Bogotá,Nacional,defensa
2362,MUNICIPIO DE VEGACHI,890985285,Antioquia,Vegachí,Territorial,No aplica/No pertenece
2363,ESE HOSPITAL DE CALDAS,800155633,Caldas,Manizales,Territorial,Salud y Protección Social
2364,CONCEJO MUNICIPAL DE PRADERA VALLE,815000273,Valle del Cauca,Pradera,Territorial,Servicio Público
2365,CONCEJO DE ENVIGADO,8909071065,Antioquia,Envigado,Territorial,Servicio Público
2366,PERSONERIA DE CAREPA,8909853160,Antioquia,Apartadó,Territorial,Servicio Público
2367,CONCEJO MUNICIPAL DE GARAGOA,820000699,Boyacá,Garagoa,Territorial,No aplica/No pertenece
2368,CONCEJO DEL EL SANTUARIO,8909838138,Antioquia,El Santuario,Territorial,No aplica/No pertenece
2369,CONCEJO MUNICIPAL DE NOBSA,826002053,Boyacá,Nobsa,Territorial,No aplica/No pertenece
2370,SANTIAGO DE CALI DISTRITO ESPECIAL DEPARTAMENTO ADMINISTRATIVO DE CONTROL INTERNO,890399011,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
2371,EMPRESA MUNICIPAL DE MERCADEO DE APARTADO,811004010,Antioquia,Apartadó,Territorial,Industria
2372,PERSONERIA DE ACACIAS,800250341,Meta,Acacías,Territorial,Servicio Público
2373,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE PUERTO PARRA EMSEPAR,900063884,Santander,Puerto Parra,Territorial,No aplica/No pertenece
2374,REGION ADMINISTRATIVA Y DE PLANIFICACION RAP LLANOS,9015819502,Distrito Capital de Bogotá,Bogotá,Territorial,Planeación
2375,ALCMARIA LA BAJA,8000954668,Bolívar,María La Baja,Territorial,Planeación
2376,INSTITUCION EDUCATIVA SAN ISIDORO,890701776,Tolima,Espinal,Nacional,Educación Nacional
2377,FONDO MUNICIPAL DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DE SINCELEJO,823000029,Sucre,No Definido,Territorial,"Vivienda, Ciudad y Territorio"
2378,INSTITUCION EDUCATIVA COYARCO,900031324,Tolima,Coyaima,Territorial,Educación Nacional
2379,FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DE CHIQUINQUIRA,820002659,Boyacá,Chiquinquirá,Territorial,"Vivienda, Ciudad y Territorio"
2380,CONCEJO MUNICIPAL DE SANTA ROSA DEL SUR BOLIVAR,829001162,Bolívar,Santa Rosa Del Sur,Territorial,No aplica/No pertenece
2381,DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE CIENCIA TECNOLOGIA E INNOVACION,899999114,Distrito Capital de Bogotá,No Definido,Territorial,Ciencia Tecnología
2382,ESE HOSPITAL INTEGRADO LANDAZURI,890205516,No Definido,No Definido,Territorial,Salud y Protección Social
2383,INSTITUCION EDUCATIVA EL CHAIRA JOSE MARIA CORDOBA,800143503,Caquetá,Cartagena Del Chairá,Territorial,No aplica/No pertenece
2384,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE VALPARAISO,900477448,No Definido,No Definido,Territorial,Ambiente y Desarrollo Sostenible
2385,ESE CENTRO DE SALUD SAN BLAS DE TINJACA,820003619,Boyacá,Tinjacá,Territorial,Salud y Protección Social
2386,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE VILLAVICENCIO,892099122,Meta,Villavicencio,Nacional,Ley de Justicia
2387,EMPRESA DE SERVICIOS PUBLICOS DE CHOACHI,832003470,Cundinamarca,Choachí,Territorial,No aplica/No pertenece
2388,CONCEJO MUNICIPAL DE CABUYARO,900204564,Meta,Cabuyaro,Nacional,No aplica/No pertenece
2389,PERSONERIA MUNICIPAL ALCALA,8919010790,Valle del Cauca,Alcalá,Nacional,Ley de Justicia
2390,EMPRESA SOCIAL DEL ESTADO NUESTRA SENORA DE LA PAZ SANTANDER,804015920,Santander,La Paz,Territorial,No aplica/No pertenece
2391,MUNICIPIO DE PUERTO,800094386,Atlántico,No Definido,Territorial,Servicio Público
2392,ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO SANTANDER DE QUILICHAO,800143359,No Definido,No Definido,Nacional,Ley de Justicia
2393,INSTITUCION EDUCATIVA TECNICA COLOMBO ALEMAN SCALAS,800074418,Tolima,Lérida,Territorial,Educación Nacional
2394,ICUTUDER,820003746,Boyacá,Moniquirá,Territorial,Cultura
2395,INSTITUTO MUNICIPAL DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA INVICOP,900159905,Antioquia,Copacabana,Territorial,"Vivienda, Ciudad y Territorio"
2396,PERSONERIA MUNICIPAL DE RISARALDA CALDAS,800095461,Caldas,Risaralda,Territorial,Ley de Justicia
2397,PERSONERIA MUNICIPAL RICAURTE,890680059,Cundinamarca,Ricaurte,Territorial,Servicio Público
2398,E S E HOSPITAL SAGRADO CORAZON DE JESUS,812000300,Córdoba,Valencia,Territorial,Salud y Protección Social
2399,CONCEJO DEL MUNICIPIO DE ALBANIA CAQUETA,891190431,Caquetá,Albania,Territorial,Servicio Público
2400,ARC BACAIM6,800141688,Sucre,Coveñas,Nacional,defensa
2401,CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE GARZON,813002062,Huila,Garzón,Nacional,Ley de Justicia
2402,IERD,826001553,Boyacá,Paipa,Territorial,No aplica/No pertenece
2403,INSTITUTO MUNICIPAL DE VIVIENDA URBANA Y RURAL IMVIUR,832002424,Cundinamarca,La Calera,Territorial,Educación Nacional
2404,HUILA CONCEJO MUNICIPAL DE CAMPOALEGRE,891118119,Huila,Campoalegre,Territorial,No aplica/No pertenece
2405,PERSONERIA MUNICIPAL DE MONTENEGRO,890000858,Quindío,Montenegro,Territorial,No aplica/No pertenece
2406,DIRECCION TERRITORIAL DEL CESAR MINISTERIO DE TRABAJO1,830115226,Cesar,Valledupar,Territorial,Trabajo
2407,PERSONERIA DE VICTORIA CALDAS,890801151,Caldas,Victoria,Territorial,Servicio Público
2408,MUNICIPIO DE TARAZA,890984295,Antioquia,Tarazá,Territorial,Servicio Público
2409,MUNICIPIOS ASOCIADOS DE LA SUBREGION DE EMBALSES RIO NEGRO Y NARE,800108848,Antioquia,Marinilla,Territorial,Ambiente y Desarrollo Sostenible
2410,ESE CENTRO DE SALUD DE CUCUNUBA,832010240,Cundinamarca,Cucunubá,Territorial,Salud y Protección Social
2411,INSTITUCION EDUCATIVA BRAULIO GONZALEZ,891855098,Casanare,Yopal,Territorial,Educación Nacional
2412,CONCEJO MUNICIPAL DE ALTAMIRA,8911801184,Huila,Altamira,Territorial,Servicio Público
2413,CONCEJO MUNICIPIO DE GUADUAS,899999701,Cundinamarca,Guaduas,Territorial,Servicio Público
2414,INSTITUCION EDUCATIVA SAN VICENTE,815004332,Valle del Cauca,Palmira,Territorial,Educación Nacional
2415,INSTITUTO MUNICIPAL PARA EL DEPORTE Y RECREACION DE TUTA,820001755,Boyacá,Tuta,Territorial,deportes
2416,MUNICIPIO DE PACORA,890801136,Caldas,Pácora,Territorial,Servicio Público
2417,INSTITUCION EDUCATIVA DEPARTAMENTAL FUNDACION,819002761,Magdalena,Fundación,Territorial,Educación Nacional
