id_entidad,entidad_norm,nit_entidad,departamento,ciudad,orden,sector
1366,IMVIYUMBO,800173492,Valle del Cauca,Yumbo,Territorial,"Vivienda, Ciudad y Territorio"
1367,DEPARTAMENTO DE POLICIA QUINDIO UNIDAD PRESTADORA DE SALUD QUINDIO,800140986,Quindío,No Definido,Nacional,defensa
1368,ALCALDIA DE SAN PABLO BOLIVAR,890480203,Bolívar,San Pablo,Territorial,Servicio Público
1369,ICBF REGIONAL VICHADA,899999239,Vichada,Puerto Carreño,Nacional,Salud y Protección Social
1370,EMPRESA CONSTRUCTORA DE VIVIENDA DE TUNJA ECOVIVIENDA,820003259,Boyacá,Tunja,Territorial,"Vivienda, Ciudad y Territorio"
1371,PERSONERIA MUNICIPAL DE PALMIRA,815000301,Valle del Cauca,Palmira,Territorial,Ley de Justicia
1372,SANTIAGO DE CALI DISTRITO ESPECIAL SECRETARIA DE TURISMO,890399011,Valle del Cauca,Cali,Territorial,Industria
1373,COMPLEJO CARCELARIO Y PENITENICARIO DE MEDIA SEGURIDAD DE CUCUTA INCLUYE PABELLON DE RECLUSION ESPECIAL,900577112,Norte de Santander,Cúcuta,Nacional,Ley de Justicia
1374,GOBERNACION DEL VALLE SECRETARIA DE ASUNTOS ETNICOS,890399029,Valle del Cauca,No Definido,Territorial,No aplica/No pertenece
1375,IEDOLORESMARIAUCROS,8901030288,No Definido,No Definido,Territorial,Educación Nacional
1376,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC FLORENCIA,808001433,Caquetá,Florencia,Nacional,defensa
1377,MUNICIPIO DE CAQUEZA,899999462,Cundinamarca,Caqueza,Territorial,Servicio Público
1378,FONDO DE VALORIZACION DEL MUNICIPIO DE MEDELLIN,900158929,Antioquia,Medellín,Territorial,Hacienda y Crédito Público
1379,PEOPLE CONTACT EN REESTRUCTURACION,9001591060,Caldas,Manizales,Territorial,Tecnologías de la Información y las Comunicaciones
1380,ALCALDIA MUNICIPAL DE EL COLEGIO,890680162,Cundinamarca,El Colegio,Territorial,Servicio Público
1381,ALCALDIA MUNICIPAL TAUSA,899999481,Cundinamarca,Tausa,Territorial,Servicio Público
1382,ESE HOSPITAL SAN ROQUE1,890980866,Antioquia,La Unión,Territorial,Salud y Protección Social
1383,CENTRO DE DIAGNOSTICO AUTOMOTOR DE POPAYAN,800253040,Cauca,Popayán,Corporación Autónoma,Transporte
1384,SENA REGIONAL ANTIOQUIA GRUPO ADMINISTRATIVO CTPGA,899999034,Antioquia,Caucasia,Nacional,Trabajo
1385,MUNICIPIO DE CORRALES,891855748,Boyacá,Corrales,Territorial,Servicio Público
1386,FEDERACION COLOMBIANA DE MUNICIPIOS,800082665,Distrito Capital de Bogotá,Bogotá,Corporación Autónoma,No aplica/No pertenece
1387,MUNICIPIO DE SAN ANTONIO DEL TEQUENDAMA,860527046,Cundinamarca,San Antonio Del Tequendama,Territorial,No aplica/No pertenece
1388,ASOCIACION DE MUNICIPIOS DEL URABA ANTIOQUENO ASOMURA,900795141,Antioquia,Apartadó,Corporación Autónoma,Servicio Público
1389,MUNICIPIO DE SOCOTA,800026911,Boyacá,Socotá,Nacional,Servicio Público
1390,MUNICIPIO DE PINCHOTE,890204265,Santander,Pinchote,Territorial,Servicio Público
1391,ESE HOSPITAL CONCORDIA,8190034624,Magdalena,Concordia,Territorial,Salud y Protección Social
1392,COLEGIO MARIA JOSEFA CANELONES I E D,901805024,Distrito Capital de Bogotá,Bogotá,Territorial,Educación Nacional
1393,MUNICIPIO DE VALPARAISO,890984186,Antioquia,Valparaíso,Territorial,Servicio Público
1394,CONCEJO MUNICIPAL DE SALDANA,809004507,Tolima,Saldaña,Territorial,Servicio Público
1395,MUNICIPIO DE SAN EDUARDO,891801282,Boyacá,San Eduardo,Territorial,No aplica/No pertenece
1396,CORPORACION AUTONOMA REGIONAL DEL ATLANTICO,802000339,Atlántico,Barranquilla,Corporación Autónoma,agricultura
1397,CONTRALORIA GENERAL DEL CAUCA,891500403,Cauca,Popayán,Territorial,No aplica/No pertenece
1398,MUNICIPIO DE TIMBIO,891500742,Cauca,Timbío,Territorial,No aplica/No pertenece
1399,ALCALDIA MUNICIPAL DE MELGAR,890701933,Tolima,Melgar,Territorial,No aplica/No pertenece
1400,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA TERESA DE JESUS,891780221,Magdalena,El Banco,Territorial,Educación Nacional
1401,EIS CUCUTA,890500529,Norte de Santander,Cúcuta,Territorial,No aplica/No pertenece
1402,PERSONERIA MUNICIPAL DE YACUANQUER,8140021777,No Definido,No Definido,Territorial,Servicio Público
1403,SENA REGIONAL ARAUCA GRUPO DE APOYO ADMINISTRATIVO MIXTO,899999034,Arauca,Arauca,Nacional,Trabajo
1404,ALCALDIA MUNICIPAL DE VIOTA,890680142,Cundinamarca,Viotá,Territorial,Servicio Público
1405,CONTRALORIA DISTRITAL DE SANTA MARTA,891702569,Magdalena,Santa Marta,Territorial,Servicio Público
1406,CONCEJO MUNICIPAL DE SINCELEJO CMS,823000135,Sucre,Sincelejo,Territorial,No aplica/No pertenece
1407,EMAVI,800141621,Valle del Cauca,Cali,Nacional,defensa
1408,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC ARMENIA,901540882,Quindío,Armenia,Nacional,defensa
1409,RECLUSION DE MUJERES DE BOGOTA,830032895,Distrito Capital de Bogotá,Bogotá,Nacional,Ley de Justicia
1410,SENA REGIONAL BOLIVAR GRUPO ADMINISTRATIVO CINFP,899999034,Distrito Capital de Bogotá,Bogotá,Nacional,Trabajo
1411,CONTRALORIA GENERAL DEL QUINDIO,890003017,Quindío,Armenia,Territorial,No aplica/No pertenece
1412,CONTRALORIA DEPARTAMENTAL DEL META,892099119,Meta,Villavicencio,Territorial,Servicio Público
1413,MUNICIPIO DE OICATA,800026156,Boyacá,Oicatá,Territorial,No aplica/No pertenece
1414,ESAP TERRITORIAL VALLE DEL CAUCA,800117545,Valle del Cauca,Cali,Nacional,Educación Nacional
1415,EMPRESA DE DESARROLLO URBANO DE PEREIRA EDUP,901065380,Risaralda,Pereira,Territorial,Planeación
1416,CONCEJO MUNICIPAL DE ARMENIA,801002207,Quindío,Armenia,Territorial,Servicio Público
1417,MUNICIPIO DE TOCA,800099642,Boyacá,No Definido,Territorial,Servicio Público
1418,CENTRO DE SALUD FUNES ESE,9001286551,Nariño,Funes,Territorial,Salud y Protección Social
1419,MUNICIPIO LA DORADA,890801130,Caldas,La Dorada,Territorial,Servicio Público
1420,MUNICIPIO DE DURANIA NORTE DE SANTANDER,800099237,Norte de Santander,Durania,Territorial,No aplica/No pertenece
1421,BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO,890399039,Valle del Cauca,No Definido,Territorial,Cultura
1422,INSTITUTO MUNICIPAL DE CULTURA JOAQUIN PINEROS CORPAS,832000983,Cundinamarca,Tabio,Territorial,Cultura
1423,PERSONERIA MUNICIPAL DE DOSQUEBRADAS,816000158,Risaralda,Dosquebradas,Territorial,Servicio Público
1424,ALCALDIA DE LA APARTADA CORDOBA,812001681,Córdoba,La Apartada,Territorial,No aplica/No pertenece
1425,SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL FONAM DTAM AMAZONAS,901037393,Distrito Capital de Bogotá,No Definido,Nacional,Ambiente y Desarrollo Sostenible
1426,ALCALDIA MUNICIPAL SARDINATA,800099263,Norte de Santander,No Definido,Nacional,Servicio Público
1427,REGION ADMINISTRATIVA DE PLANIFICACION RAP PACIFICO,901127870,Valle del Cauca,No Definido,Territorial,"Vivienda, Ciudad y Territorio"
1428,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE PEREIRA,816001832,Risaralda,Pereira,Nacional,Ley de Justicia
1429,GOBVALLE HACIENDA,8903990295,Valle del Cauca,Cali,Territorial,Hacienda y Crédito Público
1430,ESE CENTRO DE SALUD SANTA LUCIA ATLANTICO,802006991,Atlántico,Santa Lucía,Territorial,Salud y Protección Social
1431,CONTRALORIA MUNICIPAL DE SABANETA,901747507,Antioquia,Sabaneta,Territorial,No aplica/No pertenece
1432,E S E HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,Santander,Bucaramanga,Territorial,Salud y Protección Social
1433,SENA REGIONAL ANTIOQUIA GRUPO ADMINISTRATIVO CFMA,899999034,Antioquia,El Bagre,Nacional,Trabajo
1434,CONCEJO MUNICIPAL SAN VICENTE DEL CAGUAN,828001421,Caquetá,San Vicente Del Caguán,Territorial,interior
1435,MUNICIPIO DE VICTORIA,890801151,Caldas,Victoria,Territorial,Servicio Público
1436,ESE HOSPITAL SAN RAFAEL DE CONCEPCION,890203551,Santander,No Definido,Territorial,Salud y Protección Social
1437,PERSONERIA MUNICIPAL DE FLORIDABLANCA,800254620,Santander,No Definido,Territorial,No aplica/No pertenece
1438,ALCALDIA MUNICIPAL DE FUNDACION,891780045,Magdalena,Fundación,Territorial,agricultura
1439,MUNICIPIO DE JERICO ANTIOQUIA,890981069,Antioquia,No Definido,Territorial,No aplica/No pertenece
1440,CONCEJO MUNICIPAL DE SABANETA,890980331,Antioquia,Sabaneta,Territorial,Servicio Público
1441,GOBERNACION DEL VALLE DEL CAUCA DADI,8903990295,Valle del Cauca,Cali,Territorial,Servicio Público
1442,CONTRALORIA MUNICIPAL DE BUCARAMANGA,890211142,Santander,Bucaramanga,Territorial,No aplica/No pertenece
1443,ALCALDIA DE FLANDES,8001000556,Tolima,Flandes,Territorial,Servicio Público
1444,SANTIAGO DE CALI DISTRITO ESPECIAL SECRETARIA DE BIENESTAR SOCIAL,890399011,Valle del Cauca,Cali,Territorial,Inclusión Social y Reconciliación
1445,CONCEJO MUNICIPAL DE VILLANUEVA CASANARE,892099475,Casanare,Villanueva,Territorial,No aplica/No pertenece
1446,MUNICIPIO DE PUERTO RICO CAQUETA,8000957759,Caquetá,Puerto Rico,Territorial,Servicio Público
1447,INSTITUTO DE TRANSITO Y TRANSPORTE DE SOGAMOSO,826000226,Boyacá,Sogamoso,Territorial,Transporte
1448,CONCEJO MUNICIPAL DE ANAPOIMA,890680097,Cundinamarca,Anapoima,Territorial,No aplica/No pertenece
1449,ESAP TERRITORIAL ANTIOQUIA,800117519,Antioquia,Medellín,Nacional,Educación Nacional
1450,CACOM 4,800141632,Tolima,Melgar,Nacional,defensa
1451,ALCALDIA DE CIUDAD BOLIVAR,890980330,Antioquia,No Definido,Territorial,Servicio Público
1452,CENAC AVIACION,830039207,Distrito Capital de Bogotá,No Definido,Nacional,defensa
1453,INDUSTRIAS CARNICAS DEL ORIENTE,900014646,Antioquia,Rionegro,Territorial,Industria
1454,MUNICIPIO DE BETEITIVA BOYACA,800017288,Boyacá,Betéitiva,Territorial,Servicio Público
1455,INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA,815000340,Valle del Cauca,No Definido,Territorial,deportes
1456,MUNICIPIO DE FUQUENE,899999323,Cundinamarca,Fúquene,Territorial,Servicio Público
1457,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO TERMINAL DE TRANSPORTES DE AGUAZUL EL GARCERO DEL LLANO E I C,900580845,Casanare,Aguazul,Territorial,Transporte
1458,HOSPITAL SAN ANTONIO E S E DE HERVEO TOLIMA,890700907,Tolima,Herveo,Territorial,Salud y Protección Social
1459,UNIDAD ADMINISTRATIVA ESPECIAL DE LA JUSTICIA PENAL MILITAR Y POLICIAL,900384997,Distrito Capital de Bogotá,Bogotá,Nacional,defensa
1460,DISAN DMSOC,901540992,Distrito Capital de Bogotá,No Definido,Nacional,defensa
1461,ALCALDIA DE DIBULLA,825000134,La Guajira,Dibulla,Territorial,Servicio Público
1462,ALCALDIA EL PITAL,8911801990,Huila,Pital,Territorial,Servicio Público
1463,INDERMA MARINILLA,811008841,Antioquia,Marinilla,Territorial,deportes
1464,NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL SAN FRANCISCO DE ASIS,9011081145,Chocó,Quibdó,Territorial,Salud y Protección Social
1465,CUERPO DE BOMBEROS OFICIAL DE MONTERIA,800211751,Córdoba,Montería,Territorial,Ambiente y Desarrollo Sostenible
1466,REGION DE PLANEACION Y GESTION AUTORIDAD REGIONAL DE TRANSPORTE DE LA AGLOMERACION SUROCCIDENTAL DE EN EL VALLE DEL CAUCA,901650829,Valle del Cauca,Cali,Territorial,Planeación
1467,EMPRESA DE SERVICIOS PUBLICOS DE PRADO EMSERPRADO 1,900278541,Tolima,Prado,Territorial,No aplica/No pertenece
1468,MUNICIPIO DE MIRAFLORES GUAVIARE,800103198,Guaviare,Miraflores,Nacional,Servicio Público
1469,INSTITUCION UNIVERSITARIA PUBLICA DE BELLO IUPBELLO,9017979675,Antioquia,Bello,Territorial,Servicio Público
1470,SENA REGIONAL BOYACA GRUPO ADMINISTRATIVO CDAA,899999034,Boyacá,Duitama,Nacional,Trabajo
1471,E S E HOSPITAL PEDRO NEL CARDONA,8909821340,Antioquia,Arboletes,Territorial,Salud y Protección Social
1472,ALCALDIA MUNICIPAL LA VIRGINIA RISARALDA,891480027,Risaralda,La Virginia,Territorial,Servicio Público
1473,SOCIEDAD DE ACTIVOS ESPECIALES,900265408,Distrito Capital de Bogotá,No Definido,Nacional,Hacienda y Crédito Público
1474,CONCEJO DE EL PENOL,814005543,Nariño,El Peñol,Territorial,No aplica/No pertenece
1475,PERSONERIA MUNICIPAL DE GUATEQUE,820002490,Boyacá,Guateque,Territorial,Servicio Público
1476,UNIDAD PRESTADORA DE SALUD NARINO,900807338,Nariño,No Definido,Nacional,defensa
1477,EMPRESA DE SERVICIOS PUBLICOS DE CORDOBA QUINDIO,801001380,Quindío,Córdoba,Territorial,Servicio Público
1478,CONCEJO MUNICIPAL DE REMEDIOS,8909843124,Antioquia,Remedios,Territorial,Servicio Público
1479,DMORI,9015411545,Meta,Villavicencio,Nacional,defensa
1480,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIO JAIME DE NARVAEZ BELTRAN,808001253,Cundinamarca,Beltrán,Territorial,Educación Nacional
1481,ALCALDIA ALEJANDRIA,890983701,Antioquia,Alejandría,Territorial,Servicio Público
1482,ALCALDIA MUNICIPIO DE ISNOS,800097098,Huila,Isnos,Territorial,Servicio Público
1483,PERSONERIA MUNICIPAL DE AQUITANIA,900933332,No Definido,No Definido,Territorial,No aplica/No pertenece
1484,EMPRESA DE SERVICIOS PUBLICOS DE SAN FRANCISCO ANTIOQUIA,900657172,Antioquia,San Francisco,Territorial,Servicio Público
1485,MUNICIPIO DE SARAVENA,800102799,Arauca,Saravena,Territorial,Servicio Público
1486,ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES,900336004,Distrito Capital de Bogotá,Bogotá,Nacional,Trabajo
1487,ASOCIACION DE MUNICIPIOS DEL NORTE ANTIOQUENO AMUNORTE,8110303954,Antioquia,Medellín,Territorial,No aplica/No pertenece
1488,E S E HOSPITAL SAN FRANCISCO DE GACHETA,899999163,Cundinamarca,Gachetá,Territorial,Salud y Protección Social
1489,CONTRALORIA MUNICIPAL DE SOACHA,832000669,Cundinamarca,No Definido,Territorial,Servicio Público
1490,HOSPITAL SAN JUAN DE DIOS ESE RIONEGRO,890907254,Antioquia,Rionegro,Territorial,Salud y Protección Social
1491,TEATRO MUNICIPAL ENRIQUE BUENAVENTURA,800178575,Valle del Cauca,Cali,Territorial,Cultura
1492,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC BUCARAMANGA,800130717,Santander,Bucaramanga,Nacional,defensa
1493,PERSONERIA MUNICIPAL DE SAN PEDRO DE LOS MILAGROS,890983922,Antioquia,San Pedro,Territorial,Servicio Público
1494,CONTRALORIA MUNICIPAL DE ENVIGADO,811031484,Antioquia,Envigado,Territorial,Servicio Público
1495,E S E HOSPITAL NUESTRA SENORA DEL CARMEN DEL COLEGIO,860020094,Cundinamarca,El Colegio,Territorial,Salud y Protección Social
1496,DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE COMPETITIVIDAD Y DESARROLLO ECONOMICO,899999114,Distrito Capital de Bogotá,Bogotá,Territorial,Industria
1497,MUNICIPIO DE PURIFICACION,890701077,Tolima,No Definido,Territorial,Servicio Público
1498,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE YOPAL INPEC,844000729,Casanare,Yopal,Nacional,Ley de Justicia
1499,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PUERRES,814007234,Nariño,Puerres,Territorial,No aplica/No pertenece
1500,INSTITUCION EDUCATIVA MEGACOLEGIO EL PROGRESO,900607903,Casanare,Yopal,Territorial,Educación Nacional
1501,PERSONERIA MUNICIPAL DE INIRIDA,7180873,Guainía,Inírida,Territorial,No aplica/No pertenece
1502,PERSONERIA SAN JOSE,810001998,Caldas,San José,Territorial,No aplica/No pertenece
1503,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAGRADO CORAZON DE JESUS,881862576,Boyacá,Socha,Territorial,Salud y Protección Social
1504,ALCALDIA MUNICIPAL DE VILLETA,899999312,Cundinamarca,Villeta,Territorial,Servicio Público
1505,EMPRESAS PUBLICAS DE JERICO ANTIOQUIA,900191468,No Definido,No Definido,Territorial,"Vivienda, Ciudad y Territorio"
1506,EMPRESAS PUBLICAS DE PUERTO BOYACA,8200014059,Boyacá,Puerto Boyacá,Territorial,Industria
1507,ALCALDIA LOCAL DE SUMAPAZ,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Servicio Público
1508,SANTIAGO DE CALI DISTRITO ESPECIAL UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS,890399011,Valle del Cauca,Cali,Territorial,No aplica/No pertenece
1509,MUNICIPIO DE SORA,800019277,Boyacá,Sora,Nacional,No aplica/No pertenece
1510,INSTITUCION EDUCATIVA JUAN HURTADO,891410507,Risaralda,Belén De Umbría,Territorial,Educación Nacional
1511,CONSEJO NACIONAL PROFESIONAL DE ECONOMIA,860501199,Distrito Capital de Bogotá,Bogotá,Nacional,Educación Nacional
1512,CONCEJO MUNICIPAL DE CHOCONTA,832006104,Cundinamarca,Chocontá,Territorial,Servicio Público
1513,MUNICIPIO DE BERBEO,800099390,Boyacá,Berbeo,Territorial,No aplica/No pertenece
1514,SECRETARIA DISTRITAL DE SALUD,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Salud y Protección Social
1515,MUNICIPIO DE COVARACHIA1,891857920,Boyacá,Covarachía,Territorial,Planeación
1516,INSTITUTO MUNICIPAL DE TRANSPORTE Y MOVILIDAD DE PUERTO ASIS,900545801,Putumayo,Mocoa,Territorial,No aplica/No pertenece
1517,PERSONERIA MUNICIPAL LA VICTORIA,900053234,No Definido,No Definido,Territorial,Servicio Público
1518,ALCALDIA MUNICIPAL DE EL SOCORRO,890203688,Santander,Socorro,Territorial,Servicio Público
1519,CENTRO DE DIAGNOSTICO AUTOMOTOR DE TULUA LIMITADA,800235528,Valle del Cauca,Tuluá,Territorial,Transporte
1520,CONTRALORIA DISTRITAL DE BUENAVENTURA,8000933725,Valle del Cauca,Buenaventura,Territorial,No aplica/No pertenece
1521,COLEGIO LA CAMPINA YOPAL,844001550,Casanare,Yopal,Territorial,Educación Nacional
1522,MUNICIPIO DE SALADOBLANCO,891180180,Huila,Saladoblanco,Territorial,Servicio Público
1523,FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA EN EL MUNICIPIO DE PUERTO BERRIO,811003649,Antioquia,Puerto Berrío,Territorial,Servicio Público
1524,CASA DE LA CULTURA JORGE ELIECER GAITAN,892000430,Meta,Villavicencio,Territorial,Cultura
1525,ESCUELA DE SUBOFICIALES Y NIVEL EJECUTIVO GONZALO JIMENEZ DE QUESADA,800141206,Cundinamarca,Sibaté,Nacional,defensa
1526,CONCEJO MUNICIPAL DE EL CARMEN DE VIBORAL,890982616,Antioquia,El Carmen De Viboral,Territorial,No aplica/No pertenece
1527,ALCALDIA MUNICIPAL DE CHAPARRAL,800100053,Tolima,Chaparral,Territorial,Servicio Público
1528,INSTITUTO DE CULTURA RECREACION Y DEPORTE DE PITALITO,900809150,Huila,Pitalito,Territorial,Cultura
1529,AGROSUR,813013649,Huila,Pitalito,Nacional,agricultura
1530,EMPRESA DE DESARROLLO URBANO Y HABITAT,900272057,Antioquia,Sabaneta,Territorial,No aplica/No pertenece
1531,PERSONERIA MUNICIPAL SANTA ROSA DEL SUR,829001174,Bolívar,Santa Rosa Del Sur,Territorial,No aplica/No pertenece
1532,CENTRO TECNOLOGICO DE CUCUTA,807009100,Norte de Santander,Cúcuta,Territorial,Educación Nacional
1533,INSTITUCION EDUCATIVA TECNICA MANUELA BELTRAN,800251680,Atlántico,Soledad,Territorial,Educación Nacional
1534,INSTITUTO DE CULTURA Y TURISMO DE MANIZALES,800250029,Caldas,Manizales,Territorial,Cultura
1535,INSTITUCION EDUCATIVA TECNICA NICOLAS RAMIREZ,800014626,Tolima,Ortega,Territorial,Educación Nacional
1536,INSTITUCION EDUCATIVA DISTRITAL PARAISO MIRADOR,830040873,Distrito Capital de Bogotá,Bogotá,Territorial,Educación Nacional
1537,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL QUINDIO,890001536,Quindío,Circasia,Territorial,Transporte
1538,ASAMBLEA DEPARTAMENTAL DE SUCRE,800051900,Sucre,No Definido,Territorial,Servicio Público
1539,MUNICIPIO DE SAN JERONIMO,890920814,Antioquia,San Jerónimo,Territorial,No aplica/No pertenece
1540,ITTHUILA,800115005,Huila,Rivera,Territorial,Transporte
1541,MUNICIPIO DE COMBITA,891801932,Boyacá,Cómbita,Territorial,Servicio Público
1542,UNIDAD PRESTADORA DE SALUD ARAUCA,9008012094,Arauca,Arauca,Nacional,defensa
1543,IET NUESTRA SENORA DE FATIMA,890706300,Tolima,Espinal,Territorial,Educación Nacional
1544,ALCALDIA DE FILANDIA,890001339,Quindío,Filandia,Territorial,Servicio Público
1545,ALCALDIA MUNICIPAL CHIVATA,800014989,Boyacá,Chivatá,Territorial,Servicio Público
1546,APOYO LOGISTICO COMANDO EJERCITO,8001306324,Boyacá,Tunja,Nacional,defensa
1547,AEROPUERTO INTERNACIONAL MATECANA,891480014,Risaralda,Pereira,Territorial,Servicio Público
1548,MUNICIPIO DE SUCRE,817003440,Cauca,Sucre,Territorial,Servicio Público
1549,ASOCIACION DE MUNICIPIOS DEL OCCIDENTE ANTIOQUENO,900796602,No Definido,No Definido,Territorial,No aplica/No pertenece
1550,CORPORACION FRESNENSE DE OBRAS SANITARIAS,800123131,No Definido,No Definido,Nacional,No aplica/No pertenece
1551,CENTRO DE DIAGNOSTICO AUTOMOTOR DE NARINO,800206629,Nariño,Pasto,Territorial,Transporte
1552,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,810001392,Caldas,Marmato,Territorial,Salud y Protección Social
1553,INSTITUCION EDUCATIVA ABSALON TORRES CAMACHO,815001161,Valle del Cauca,Florida,Territorial,Educación Nacional
1554,CONTRALORIA GENERAL DE LA REPUBLICA GERENCIA DEPARTAMENTAL COLEGIADA DE BOLIVAR,899999067,Bolívar,Cartagena,Nacional,Servicio Público
1555,ALCALDIA MUNICIPIO DE ANGELOPOLIS,890981493,Antioquia,Angelópolis,Territorial,Servicio Público
1556,MUNICIPIO DE CANASGORDAS,890982238,Antioquia,No Definido,Territorial,Servicio Público
1557,PERSONERIA MUNICIPAL ALBAN CUNDINAMARCA,899999450,Cundinamarca,Albán,Nacional,No aplica/No pertenece
1558,UAE SETP AVANTE PASTO,900358918,Nariño,Pasto,Territorial,No aplica/No pertenece
1559,CONTRALORIA GENERAL DE LA REPUBLICA CGR GERENCIA DEPARTAMENTAL CESAR,899999067,Cesar,Valledupar,Nacional,No aplica/No pertenece
1560,INSTITUTO MUNICIPAL PARA EL DESARROLLO Y LA PRACTICA DEL DEPORTE LA RECREACION Y EL APROVECHAMIENTO DEL TIEMPO LIBRE INDER GUARNE,811007013,Antioquia,Guarne,Territorial,deportes
1561,ALCALDIA DE AGUACHICA,800096561,Cesar,Aguachica,Territorial,Servicio Público
1562,ALCALDIA MUNICIPAL DE CLEMENCIA BOLIVAR,806000701,Bolívar,Clemencia,Territorial,No aplica/No pertenece
1563,INSTITUTO DE DESARROLLO DE ARAUCA,834000764,Arauca,Arauca,Territorial,Servicio Público
1564,CONCEJO MUNICIPAL DE YOPAL,844000423,Casanare,Yopal,Corporación Autónoma,No aplica/No pertenece
1565,MUNICIPIO MATANZA,890206696,Santander,Matanza,Territorial,Servicio Público
1566,MUNICIPIO DE SUBACHOQUE,899999314,Cundinamarca,Subachoque,Territorial,Servicio Público
1567,UNIDAD PRESTADORA DE SALUD META POLICIA NACIONAL,901361398,Meta,Villavicencio,Nacional,Salud y Protección Social
1568,BANCO INMOBILIARIO DE FLORIDABLANCA,9000158719,Santander,Floridablanca,Territorial,No aplica/No pertenece
1569,POLICIA METROPOLITANA DE BOGOTA,800140603,Distrito Capital de Bogotá,No Definido,Nacional,defensa
1570,CONCEJO MUNICIPAL CORRALES,891855748,Boyacá,No Definido,Territorial,Servicio Público
1571,INSTITUCION EDUCATIVA JUAN LUIS LONDONO DE LA CUESTA,900132830,Cundinamarca,Mosquera,Territorial,Educación Nacional
1572,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PASTO,900363756,Nariño,Pasto,Nacional,defensa
1573,PIEDEMONTE EICM EMPRESA DE DESARROLLO URBANO,822004534,Meta,Villavicencio,Territorial,"Vivienda, Ciudad y Territorio"
1574,MUNICIPIO DE SAMACA,800016757,Boyacá,Samacá,Territorial,Servicio Público
1575,C ESE HMZR COMPRADOR,824000204,Cesar,La Paz,Territorial,Salud y Protección Social
1576,EMPAPA,901066064,Antioquia,Apartadó,Territorial,Ambiente y Desarrollo Sostenible
1577,ESE CENTRO DE SALUD NUEVO COLON,820003328,Boyacá,Nuevo Colón,Territorial,Salud y Protección Social
1578,FONDO DE VIVIENDA OBRERA DE DUITAMA,800051294,Boyacá,Duitama,Territorial,"Vivienda, Ciudad y Territorio"
1579,CONCEJO MUNICIPAL DE SOPETRAN,8909810807,Antioquia,Sopetrán,Territorial,Presidencia de la República
1580,CONCEJO MUNICIPAL DE FUSAGASUGA,901184118,No Definido,No Definido,Territorial,Servicio Público
1581,COLEGIO LUIS LOPEZ DE MESA IED,830036775,Distrito Capital de Bogotá,No Definido,Territorial,Educación Nacional
1582,CONCEJO MUNICIPAL DE ITAGUI,890980093,Antioquia,Itagui,Territorial,Servicio Público
1583,DISPENSARIO MEDICO NEIVA DIRECCION DE SANIDAD EJERCITO,9015412568,Huila,Neiva,Nacional,Salud y Protección Social
1584,FONDANE DIR TER NOROCCIDENTE,800072977,Antioquia,Medellín,Nacional,Información Estadística
1585,MINISTERIO DEL TRABAJO TERRITORIAL MAGDALENA,800226041,Magdalena,Santa Marta,Territorial,Salud y Protección Social
1586,MUNICIPIO DE MONGUI,891856555,Boyacá,Monguí,Territorial,Servicio Público
1587,INSTITUTO DISTRITAL DE CIENCIA BIOTECNOLOGIA E INNOVACION EN SALUD IDCBIS,9010347905,Distrito Capital de Bogotá,Bogotá,Nacional,Ciencia Tecnología
1588,ALCALDIA MUNICIPIO DE BETANIA,890980802,Antioquia,Betania,Territorial,No aplica/No pertenece
1589,SENA REGIONAL NARINO GRUPO ADMINISTRATIVO CAPCP,899999034,Nariño,Tumaco,Nacional,Trabajo
1590,ESCUELA INTERNACIONAL DE ENTRENAMIENTO DE LA POLICIA DE BRIGADIER GENERAL JAIME RAMIREZ GOMEZ,900276535,Tolima,San Luis,Nacional,Servicio Público
